id,age,fare,family_size,embarked,sex,pclass,title,is_alone,target,quality_measure
1299,0.55,0.55,1.0,C,male,3.0,Mr,0.0,target_0,0.0
1300,0.15,0.55,1.0,C,female,3.0,Mrs,0.0,target_1,0.6666666666666667
1301,0.95,0.15,0.0,C,male,3.0,Mr,0.0,target_0,0.0
1302,0.25,0.15,0.0,C,male,3.0,Mr,0.0,target_0,0.04545454545454519
1303,0.25,0.55,0.0,C,male,3.0,Mr,0.0,target_0,0.0
1304,0.15,0.55,1.0,C,female,3.0,Mrs,0.0,target_0,0.33333333333333337
1305,0.25,0.55,1.0,C,female,3.0,Mrs,0.0,target_0,0.0
1306,0.45,0.15,0.0,C,male,3.0,Mr,0.0,target_0,0.33333333333333337
1307,0.55,0.15,0.0,C,male,3.0,Mr,0.0,target_0,0.0
1308,0.55,0.25,0.0,S,male,3.0,Mr,0.0,target_0,0.07692307692307698
