id,age,gender,height_cm,weight_kg,body_fat_%,diastolic,systolic,gripForce,sit_and_bend_forward_cm,sit-ups_counts,broad_jump_cm,y_true,y_predict,high_performance,mid_performance,low_performance
175,36-45,M,160-mid-176,55-mid-79,15-mid-30,68-mid-89,115-mid-144,26-mid-47,6-mid-23,25-mid-54,150-mid-229,mid_performance,mid_performance,0,1,0
176,>55,M,160-mid-176,55-mid-79,15-mid-30,68-mid-89,115-mid-144,26-mid-47,6-mid-23,25-mid-54,150-mid-229,mid_performance,mid_performance,0,1,0
177,46-55,F,under_160,55-mid-79,over_30,68-mid-89,115-mid-144,under_26,6-mid-23,under_25,under_150,mid_performance,mid_performance,0,1,0
178,<25,F,under_160,55-mid-79,over_30,under_68,115-mid-144,under_26,6-mid-23,over_54,150-mid-229,mid_performance,mid_performance,0,1,0
179,<25,M,160-mid-176,55-mid-79,under_15,68-mid-89,115-mid-144,26-mid-47,6-mid-23,over_54,over_229,high_performance,high_performance,1,0,0
180,<25,F,160-mid-176,55-mid-79,over_30,68-mid-89,115-mid-144,26-mid-47,over_23,25-mid-54,150-mid-229,high_performance,high_performance,1,0,0
181,>55,M,160-mid-176,55-mid-79,under_15,under_68,under_115,26-mid-47,6-mid-23,25-mid-54,150-mid-229,mid_performance,mid_performance,0,1,0
182,<25,M,over_176,over_79,15-mid-30,68-mid-89,over_144,over_47,6-mid-23,25-mid-54,over_229,mid_performance,mid_performance,0,1,0
183,>55,F,under_160,under_55,over_30,68-mid-89,115-mid-144,under_26,6-mid-23,under_25,under_150,mid_performance,mid_performance,0,1,0
184,<25,M,160-mid-176,55-mid-79,15-mid-30,under_68,under_115,26-mid-47,6-mid-23,over_54,over_229,high_performance,high_performance,1,0,0
185,26-35,F,160-mid-176,55-mid-79,over_30,under_68,under_115,under_26,6-mid-23,25-mid-54,150-mid-229,mid_performance,mid_performance,0,1,0
186,46-55,F,under_160,under_55,15-mid-30,under_68,115-mid-144,under_26,6-mid-23,under_25,150-mid-229,mid_performance,mid_performance,0,1,0
187,<25,M,160-mid-176,55-mid-79,15-mid-30,68-mid-89,115-mid-144,26-mid-47,over_23,25-mid-54,over_229,low_performance,low_performance,0,0,1
188,46-55,M,160-mid-176,over_79,15-mid-30,68-mid-89,115-mid-144,over_47,6-mid-23,25-mid-54,150-mid-229,high_performance,high_performance,1,0,0
189,>55,F,under_160,under_55,over_30,68-mid-89,115-mid-144,under_26,6-mid-23,under_25,under_150,low_performance,low_performance,0,0,1
190,36-45,M,160-mid-176,55-mid-79,15-mid-30,68-mid-89,under_115,over_47,over_23,25-mid-54,150-mid-229,high_performance,high_performance,1,0,0
191,26-35,M,160-mid-176,55-mid-79,under_15,68-mid-89,under_115,over_47,6-mid-23,25-mid-54,over_229,mid_performance,mid_performance,0,1,0
192,36-45,M,160-mid-176,55-mid-79,15-mid-30,over_89,over_144,over_47,over_23,25-mid-54,150-mid-229,high_performance,high_performance,1,0,0
193,>55,M,160-mid-176,55-mid-79,over_30,68-mid-89,115-mid-144,26-mid-47,6-mid-23,under_25,under_150,low_performance,low_performance,0,0,1
194,26-35,M,over_176,over_79,under_15,68-mid-89,over_144,over_47,6-mid-23,25-mid-54,over_229,high_performance,high_performance,1,0,0
195,26-35,M,160-mid-176,55-mid-79,15-mid-30,68-mid-89,115-mid-144,26-mid-47,6-mid-23,over_54,150-mid-229,mid_performance,mid_performance,0,1,0
196,<25,F,160-mid-176,under_55,15-mid-30,68-mid-89,115-mid-144,26-mid-47,6-mid-23,25-mid-54,150-mid-229,high_performance,high_performance,1,0,0
197,<25,M,160-mid-176,over_79,15-mid-30,under_68,115-mid-144,over_47,6-mid-23,25-mid-54,150-mid-229,low_performance,low_performance,0,0,1
198,<25,M,over_176,55-mid-79,15-mid-30,68-mid-89,115-mid-144,26-mid-47,6-mid-23,over_54,150-mid-229,mid_performance,mid_performance,0,1,0
199,46-55,F,under_160,under_55,15-mid-30,over_89,over_144,26-mid-47,6-mid-23,25-mid-54,under_150,high_performance,high_performance,1,0,0
200,<25,M,over_176,over_79,under_15,under_68,115-mid-144,over_47,6-mid-23,over_54,over_229,mid_performance,mid_performance,0,1,0
201,<25,M,160-mid-176,55-mid-79,15-mid-30,over_89,115-mid-144,26-mid-47,6-mid-23,25-mid-54,150-mid-229,mid_performance,mid_performance,0,1,0
202,26-35,M,over_176,over_79,15-mid-30,68-mid-89,115-mid-144,over_47,6-mid-23,25-mid-54,150-mid-229,high_performance,high_performance,1,0,0
203,26-35,M,over_176,55-mid-79,15-mid-30,68-mid-89,over_144,26-mid-47,6-mid-23,25-mid-54,150-mid-229,mid_performance,mid_performance,0,1,0
204,<25,F,160-mid-176,under_55,15-mid-30,over_89,over_144,under_26,6-mid-23,25-mid-54,150-mid-229,mid_performance,mid_performance,0,1,0
205,>55,F,under_160,55-mid-79,over_30,over_89,115-mid-144,26-mid-47,6-mid-23,under_25,under_150,low_performance,low_performance,0,0,1
206,>55,M,160-mid-176,55-mid-79,15-mid-30,68-mid-89,115-mid-144,26-mid-47,6-mid-23,25-mid-54,150-mid-229,mid_performance,mid_performance,0,1,0
207,36-45,F,under_160,under_55,15-mid-30,under_68,under_115,26-mid-47,6-mid-23,25-mid-54,150-mid-229,high_performance,high_performance,1,0,0
208,>55,M,160-mid-176,55-mid-79,15-mid-30,over_89,over_144,26-mid-47,6-mid-23,25-mid-54,150-mid-229,mid_performance,mid_performance,0,1,0
209,46-55,M,160-mid-176,55-mid-79,15-mid-30,over_89,115-mid-144,26-mid-47,6-mid-23,25-mid-54,150-mid-229,mid_performance,mid_performance,0,1,0
210,26-35,M,over_176,55-mid-79,15-mid-30,68-mid-89,115-mid-144,26-mid-47,6-mid-23,25-mid-54,150-mid-229,mid_performance,mid_performance,0,1,0
211,<25,F,160-mid-176,under_55,15-mid-30,under_68,under_115,26-mid-47,over_23,25-mid-54,150-mid-229,high_performance,high_performance,1,0,0
212,<25,F,160-mid-176,under_55,15-mid-30,under_68,under_115,26-mid-47,6-mid-23,25-mid-54,150-mid-229,high_performance,high_performance,1,0,0
213,<25,F,160-mid-176,under_55,15-mid-30,under_68,under_115,under_26,6-mid-23,25-mid-54,150-mid-229,high_performance,high_performance,1,0,0
214,26-35,F,under_160,55-mid-79,over_30,68-mid-89,115-mid-144,under_26,6-mid-23,25-mid-54,under_150,low_performance,low_performance,0,0,1
215,<25,F,160-mid-176,55-mid-79,over_30,over_89,115-mid-144,26-mid-47,6-mid-23,25-mid-54,150-mid-229,mid_performance,mid_performance,0,1,0
216,36-45,F,under_160,under_55,15-mid-30,under_68,under_115,under_26,6-mid-23,25-mid-54,150-mid-229,high_performance,high_performance,1,0,0
217,<25,M,160-mid-176,under_55,15-mid-30,under_68,115-mid-144,26-mid-47,under_6,25-mid-54,150-mid-229,mid_performance,mid_performance,0,1,0
218,26-35,M,160-mid-176,55-mid-79,under_15,68-mid-89,115-mid-144,26-mid-47,under_6,25-mid-54,150-mid-229,mid_performance,mid_performance,0,1,0
219,46-55,M,160-mid-176,55-mid-79,15-mid-30,68-mid-89,over_144,26-mid-47,6-mid-23,25-mid-54,150-mid-229,mid_performance,mid_performance,0,1,0
220,26-35,M,over_176,over_79,15-mid-30,under_68,under_115,26-mid-47,6-mid-23,25-mid-54,over_229,mid_performance,mid_performance,0,1,0
221,46-55,F,under_160,55-mid-79,15-mid-30,under_68,under_115,under_26,6-mid-23,under_25,under_150,mid_performance,mid_performance,0,1,0
222,36-45,F,under_160,under_55,15-mid-30,68-mid-89,115-mid-144,26-mid-47,6-mid-23,under_25,under_150,mid_performance,mid_performance,0,1,0
223,26-35,M,over_176,55-mid-79,15-mid-30,68-mid-89,115-mid-144,26-mid-47,6-mid-23,25-mid-54,150-mid-229,low_performance,low_performance,0,0,1
224,>55,F,under_160,55-mid-79,over_30,68-mid-89,over_144,26-mid-47,6-mid-23,under_25,under_150,mid_performance,mid_performance,0,1,0
225,<25,F,160-mid-176,55-mid-79,15-mid-30,under_68,under_115,26-mid-47,over_23,25-mid-54,150-mid-229,high_performance,high_performance,1,0,0
226,<25,M,160-mid-176,55-mid-79,15-mid-30,68-mid-89,115-mid-144,26-mid-47,6-mid-23,25-mid-54,150-mid-229,mid_performance,mid_performance,0,1,0
227,26-35,F,160-mid-176,55-mid-79,over_30,68-mid-89,115-mid-144,under_26,6-mid-23,25-mid-54,150-mid-229,mid_performance,mid_performance,0,1,0
228,26-35,F,160-mid-176,55-mid-79,over_30,68-mid-89,115-mid-144,26-mid-47,6-mid-23,25-mid-54,under_150,high_performance,high_performance,1,0,0
229,>55,M,160-mid-176,55-mid-79,15-mid-30,68-mid-89,115-mid-144,26-mid-47,under_6,25-mid-54,150-mid-229,mid_performance,mid_performance,0,1,0
230,46-55,M,160-mid-176,55-mid-79,15-mid-30,68-mid-89,115-mid-144,26-mid-47,6-mid-23,over_54,150-mid-229,high_performance,high_performance,1,0,0
231,26-35,M,over_176,over_79,15-mid-30,68-mid-89,115-mid-144,over_47,6-mid-23,25-mid-54,150-mid-229,mid_performance,mid_performance,0,1,0
232,<25,F,160-mid-176,55-mid-79,15-mid-30,68-mid-89,under_115,under_26,over_23,25-mid-54,150-mid-229,mid_performance,mid_performance,0,1,0
233,>55,F,under_160,under_55,15-mid-30,over_89,over_144,under_26,over_23,25-mid-54,150-mid-229,high_performance,high_performance,1,0,0
234,46-55,M,160-mid-176,55-mid-79,15-mid-30,68-mid-89,115-mid-144,26-mid-47,6-mid-23,over_54,150-mid-229,mid_performance,mid_performance,0,1,0
235,<25,F,160-mid-176,55-mid-79,over_30,under_68,115-mid-144,26-mid-47,6-mid-23,25-mid-54,150-mid-229,mid_performance,mid_performance,0,1,0
236,>55,F,under_160,55-mid-79,over_30,68-mid-89,115-mid-144,under_26,6-mid-23,under_25,under_150,mid_performance,mid_performance,0,1,0
237,36-45,M,160-mid-176,55-mid-79,15-mid-30,over_89,over_144,over_47,6-mid-23,over_54,150-mid-229,mid_performance,mid_performance,0,1,0
238,26-35,F,160-mid-176,55-mid-79,15-mid-30,under_68,under_115,26-mid-47,over_23,25-mid-54,150-mid-229,high_performance,high_performance,1,0,0
239,<25,F,under_160,under_55,15-mid-30,68-mid-89,115-mid-144,under_26,over_23,under_25,under_150,low_performance,low_performance,0,0,1
240,>55,M,160-mid-176,55-mid-79,15-mid-30,68-mid-89,115-mid-144,26-mid-47,6-mid-23,25-mid-54,150-mid-229,mid_performance,mid_performance,0,1,0
241,26-35,M,160-mid-176,55-mid-79,15-mid-30,68-mid-89,115-mid-144,over_47,over_23,over_54,over_229,high_performance,high_performance,1,0,0
242,26-35,M,160-mid-176,55-mid-79,under_15,68-mid-89,115-mid-144,26-mid-47,6-mid-23,over_54,over_229,mid_performance,mid_performance,0,1,0
243,36-45,M,160-mid-176,over_79,15-mid-30,over_89,115-mid-144,over_47,6-mid-23,25-mid-54,150-mid-229,mid_performance,mid_performance,0,1,0
244,26-35,F,under_160,55-mid-79,15-mid-30,under_68,under_115,under_26,6-mid-23,25-mid-54,150-mid-229,mid_performance,mid_performance,0,1,0
245,>55,F,under_160,under_55,over_30,under_68,115-mid-144,under_26,under_6,under_25,under_150,low_performance,low_performance,0,0,1
246,<25,M,160-mid-176,55-mid-79,under_15,under_68,115-mid-144,26-mid-47,6-mid-23,over_54,over_229,high_performance,high_performance,1,0,0
247,26-35,M,160-mid-176,55-mid-79,15-mid-30,68-mid-89,115-mid-144,26-mid-47,under_6,25-mid-54,150-mid-229,low_performance,low_performance,0,0,1
248,>55,M,160-mid-176,over_79,15-mid-30,68-mid-89,115-mid-144,26-mid-47,under_6,under_25,150-mid-229,low_performance,low_performance,0,0,1
249,46-55,F,160-mid-176,under_55,15-mid-30,68-mid-89,115-mid-144,under_26,6-mid-23,under_25,under_150,mid_performance,mid_performance,0,1,0
250,>55,M,160-mid-176,55-mid-79,15-mid-30,over_89,115-mid-144,26-mid-47,6-mid-23,25-mid-54,150-mid-229,mid_performance,mid_performance,0,1,0
251,36-45,M,160-mid-176,55-mid-79,15-mid-30,over_89,over_144,26-mid-47,6-mid-23,25-mid-54,150-mid-229,mid_performance,mid_performance,0,1,0
252,<25,M,160-mid-176,55-mid-79,15-mid-30,over_89,over_144,26-mid-47,6-mid-23,25-mid-54,over_229,mid_performance,mid_performance,0,1,0
253,>55,F,under_160,under_55,over_30,over_89,over_144,under_26,6-mid-23,under_25,under_150,mid_performance,mid_performance,0,1,0
254,<25,F,under_160,under_55,15-mid-30,68-mid-89,115-mid-144,under_26,6-mid-23,25-mid-54,under_150,mid_performance,mid_performance,0,1,0
255,36-45,M,over_176,55-mid-79,15-mid-30,over_89,over_144,26-mid-47,6-mid-23,25-mid-54,over_229,mid_performance,mid_performance,0,1,0
256,26-35,M,160-mid-176,55-mid-79,15-mid-30,68-mid-89,115-mid-144,26-mid-47,6-mid-23,25-mid-54,150-mid-229,mid_performance,mid_performance,0,1,0
257,26-35,M,160-mid-176,55-mid-79,15-mid-30,68-mid-89,115-mid-144,26-mid-47,6-mid-23,25-mid-54,over_229,mid_performance,mid_performance,0,1,0
258,36-45,F,160-mid-176,55-mid-79,15-mid-30,under_68,115-mid-144,26-mid-47,6-mid-23,25-mid-54,150-mid-229,mid_performance,mid_performance,0,1,0
259,26-35,M,160-mid-176,55-mid-79,15-mid-30,68-mid-89,115-mid-144,26-mid-47,under_6,25-mid-54,150-mid-229,low_performance,low_performance,0,0,1
260,<25,M,160-mid-176,55-mid-79,15-mid-30,under_68,under_115,26-mid-47,6-mid-23,25-mid-54,150-mid-229,low_performance,low_performance,0,0,1
261,<25,M,over_176,55-mid-79,15-mid-30,68-mid-89,115-mid-144,26-mid-47,6-mid-23,25-mid-54,150-mid-229,mid_performance,mid_performance,0,1,0
262,46-55,M,160-mid-176,55-mid-79,15-mid-30,over_89,115-mid-144,26-mid-47,6-mid-23,25-mid-54,150-mid-229,low_performance,low_performance,0,0,1
263,<25,F,under_160,under_55,15-mid-30,68-mid-89,115-mid-144,under_26,6-mid-23,25-mid-54,150-mid-229,high_performance,high_performance,1,0,0
264,>55,F,under_160,55-mid-79,15-mid-30,68-mid-89,115-mid-144,under_26,6-mid-23,25-mid-54,under_150,mid_performance,mid_performance,0,1,0
265,<25,F,160-mid-176,under_55,15-mid-30,68-mid-89,115-mid-144,26-mid-47,under_6,under_25,under_150,low_performance,low_performance,0,0,1
266,>55,M,160-mid-176,55-mid-79,15-mid-30,68-mid-89,115-mid-144,26-mid-47,6-mid-23,25-mid-54,150-mid-229,high_performance,high_performance,1,0,0
267,26-35,M,over_176,over_79,15-mid-30,over_89,over_144,over_47,under_6,25-mid-54,150-mid-229,low_performance,low_performance,0,0,1
268,36-45,M,160-mid-176,55-mid-79,under_15,under_68,under_115,26-mid-47,under_6,25-mid-54,over_229,mid_performance,mid_performance,0,1,0
269,<25,M,over_176,over_79,15-mid-30,68-mid-89,115-mid-144,over_47,6-mid-23,over_54,over_229,high_performance,high_performance,1,0,0
270,<25,M,over_176,over_79,15-mid-30,68-mid-89,115-mid-144,over_47,6-mid-23,25-mid-54,150-mid-229,mid_performance,mid_performance,0,1,0
271,>55,M,160-mid-176,55-mid-79,15-mid-30,68-mid-89,over_144,26-mid-47,6-mid-23,25-mid-54,150-mid-229,high_performance,high_performance,1,0,0
272,26-35,M,over_176,55-mid-79,under_15,68-mid-89,115-mid-144,over_47,6-mid-23,25-mid-54,150-mid-229,high_performance,high_performance,1,0,0
273,>55,F,under_160,under_55,15-mid-30,68-mid-89,115-mid-144,under_26,over_23,25-mid-54,under_150,high_performance,high_performance,1,0,0
274,36-45,F,160-mid-176,under_55,15-mid-30,68-mid-89,115-mid-144,26-mid-47,6-mid-23,25-mid-54,150-mid-229,high_performance,high_performance,1,0,0
275,26-35,F,160-mid-176,55-mid-79,15-mid-30,under_68,under_115,26-mid-47,6-mid-23,25-mid-54,150-mid-229,mid_performance,mid_performance,0,1,0
276,<25,M,over_176,over_79,15-mid-30,68-mid-89,115-mid-144,26-mid-47,under_6,25-mid-54,150-mid-229,low_performance,low_performance,0,0,1
277,<25,F,under_160,under_55,15-mid-30,68-mid-89,115-mid-144,under_26,over_23,25-mid-54,150-mid-229,low_performance,low_performance,0,0,1
278,<25,M,over_176,over_79,15-mid-30,68-mid-89,115-mid-144,over_47,6-mid-23,25-mid-54,over_229,mid_performance,mid_performance,0,1,0
279,46-55,M,160-mid-176,55-mid-79,15-mid-30,under_68,under_115,26-mid-47,6-mid-23,25-mid-54,150-mid-229,mid_performance,mid_performance,0,1,0
280,36-45,M,160-mid-176,55-mid-79,under_15,68-mid-89,115-mid-144,26-mid-47,6-mid-23,over_54,over_229,high_performance,high_performance,1,0,0
281,<25,F,under_160,under_55,15-mid-30,under_68,under_115,under_26,over_23,25-mid-54,150-mid-229,mid_performance,high_performance,1,0,0
282,46-55,M,160-mid-176,55-mid-79,15-mid-30,68-mid-89,115-mid-144,26-mid-47,6-mid-23,25-mid-54,over_229,high_performance,high_performance,1,0,0
283,<25,M,160-mid-176,55-mid-79,15-mid-30,68-mid-89,under_115,26-mid-47,6-mid-23,25-mid-54,150-mid-229,low_performance,low_performance,0,0,1
284,>55,F,160-mid-176,55-mid-79,15-mid-30,over_89,115-mid-144,under_26,6-mid-23,25-mid-54,under_150,high_performance,high_performance,1,0,0
285,26-35,M,160-mid-176,55-mid-79,15-mid-30,68-mid-89,115-mid-144,over_47,6-mid-23,25-mid-54,150-mid-229,low_performance,low_performance,0,0,1
286,46-55,F,160-mid-176,55-mid-79,15-mid-30,under_68,under_115,under_26,under_6,under_25,under_150,low_performance,low_performance,0,0,1
287,26-35,M,over_176,55-mid-79,under_15,68-mid-89,115-mid-144,over_47,6-mid-23,25-mid-54,150-mid-229,high_performance,high_performance,1,0,0
288,<25,F,under_160,55-mid-79,over_30,68-mid-89,115-mid-144,under_26,6-mid-23,under_25,150-mid-229,low_performance,low_performance,0,0,1
289,>55,F,160-mid-176,55-mid-79,over_30,68-mid-89,115-mid-144,under_26,6-mid-23,under_25,under_150,mid_performance,mid_performance,0,1,0
290,26-35,F,160-mid-176,55-mid-79,15-mid-30,under_68,over_144,26-mid-47,6-mid-23,25-mid-54,150-mid-229,high_performance,high_performance,1,0,0
291,36-45,M,over_176,over_79,15-mid-30,over_89,over_144,over_47,6-mid-23,over_54,over_229,mid_performance,mid_performance,0,1,0
292,36-45,M,160-mid-176,55-mid-79,15-mid-30,68-mid-89,115-mid-144,26-mid-47,6-mid-23,over_54,150-mid-229,mid_performance,mid_performance,0,1,0
293,<25,F,160-mid-176,55-mid-79,over_30,68-mid-89,115-mid-144,under_26,6-mid-23,25-mid-54,150-mid-229,mid_performance,mid_performance,0,1,0
294,<25,F,160-mid-176,under_55,15-mid-30,68-mid-89,115-mid-144,26-mid-47,over_23,25-mid-54,150-mid-229,mid_performance,mid_performance,0,1,0
295,<25,F,160-mid-176,under_55,15-mid-30,68-mid-89,under_115,under_26,6-mid-23,25-mid-54,150-mid-229,mid_performance,mid_performance,0,1,0
296,>55,M,160-mid-176,55-mid-79,15-mid-30,68-mid-89,over_144,26-mid-47,6-mid-23,25-mid-54,150-mid-229,high_performance,high_performance,1,0,0
297,<25,M,over_176,55-mid-79,under_15,68-mid-89,115-mid-144,over_47,6-mid-23,25-mid-54,150-mid-229,mid_performance,mid_performance,0,1,0
298,26-35,M,160-mid-176,under_55,15-mid-30,over_89,115-mid-144,26-mid-47,6-mid-23,under_25,150-mid-229,low_performance,low_performance,0,0,1
299,<25,F,under_160,55-mid-79,over_30,under_68,under_115,26-mid-47,6-mid-23,25-mid-54,150-mid-229,mid_performance,mid_performance,0,1,0
300,36-45,M,160-mid-176,over_79,15-mid-30,68-mid-89,115-mid-144,26-mid-47,6-mid-23,25-mid-54,150-mid-229,mid_performance,mid_performance,0,1,0
301,<25,M,over_176,over_79,15-mid-30,68-mid-89,115-mid-144,26-mid-47,6-mid-23,25-mid-54,150-mid-229,mid_performance,mid_performance,0,1,0
302,26-35,M,160-mid-176,55-mid-79,under_15,68-mid-89,115-mid-144,26-mid-47,over_23,over_54,over_229,high_performance,high_performance,1,0,0
303,26-35,M,over_176,over_79,15-mid-30,over_89,115-mid-144,over_47,over_23,25-mid-54,over_229,low_performance,mid_performance,0,1,0
304,<25,F,160-mid-176,55-mid-79,over_30,68-mid-89,115-mid-144,26-mid-47,6-mid-23,25-mid-54,150-mid-229,mid_performance,mid_performance,0,1,0
305,>55,M,160-mid-176,55-mid-79,over_30,68-mid-89,over_144,26-mid-47,6-mid-23,25-mid-54,150-mid-229,mid_performance,mid_performance,0,1,0
306,<25,F,160-mid-176,55-mid-79,over_30,68-mid-89,over_144,26-mid-47,over_23,25-mid-54,150-mid-229,high_performance,high_performance,1,0,0
307,>55,F,under_160,55-mid-79,over_30,68-mid-89,115-mid-144,under_26,6-mid-23,under_25,under_150,low_performance,low_performance,0,0,1
308,26-35,M,160-mid-176,55-mid-79,15-mid-30,under_68,under_115,26-mid-47,6-mid-23,25-mid-54,150-mid-229,mid_performance,mid_performance,0,1,0
309,36-45,F,under_160,under_55,over_30,68-mid-89,115-mid-144,under_26,6-mid-23,25-mid-54,150-mid-229,high_performance,mid_performance,0,1,0
310,46-55,M,160-mid-176,55-mid-79,15-mid-30,over_89,115-mid-144,26-mid-47,6-mid-23,25-mid-54,150-mid-229,mid_performance,mid_performance,0,1,0
311,36-45,F,under_160,55-mid-79,over_30,68-mid-89,under_115,under_26,6-mid-23,25-mid-54,under_150,high_performance,high_performance,1,0,0
312,46-55,F,under_160,under_55,over_30,68-mid-89,under_115,under_26,6-mid-23,under_25,under_150,low_performance,low_performance,0,0,1
313,<25,M,over_176,55-mid-79,under_15,68-mid-89,115-mid-144,over_47,6-mid-23,over_54,over_229,high_performance,high_performance,1,0,0
314,<25,M,160-mid-176,55-mid-79,under_15,68-mid-89,115-mid-144,26-mid-47,6-mid-23,over_54,150-mid-229,mid_performance,mid_performance,0,1,0
315,26-35,M,over_176,over_79,15-mid-30,68-mid-89,115-mid-144,over_47,6-mid-23,25-mid-54,150-mid-229,mid_performance,mid_performance,0,1,0
316,>55,M,160-mid-176,55-mid-79,15-mid-30,68-mid-89,115-mid-144,26-mid-47,6-mid-23,25-mid-54,150-mid-229,mid_performance,mid_performance,0,1,0
317,26-35,M,160-mid-176,55-mid-79,15-mid-30,68-mid-89,115-mid-144,26-mid-47,6-mid-23,25-mid-54,150-mid-229,high_performance,high_performance,1,0,0
318,36-45,F,under_160,under_55,under_15,under_68,under_115,under_26,6-mid-23,25-mid-54,under_150,mid_performance,mid_performance,0,1,0
319,<25,F,under_160,under_55,15-mid-30,under_68,under_115,under_26,6-mid-23,under_25,under_150,mid_performance,mid_performance,0,1,0
320,<25,F,under_160,under_55,15-mid-30,68-mid-89,under_115,under_26,over_23,25-mid-54,under_150,mid_performance,mid_performance,0,1,0
321,<25,M,160-mid-176,55-mid-79,15-mid-30,68-mid-89,115-mid-144,26-mid-47,over_23,over_54,150-mid-229,mid_performance,mid_performance,0,1,0
322,26-35,M,160-mid-176,over_79,over_30,under_68,115-mid-144,26-mid-47,6-mid-23,25-mid-54,150-mid-229,low_performance,low_performance,0,0,1
