id,Gender,Age_range,Ethnicity,MaritalStatus,c_charge_degree,c_charge_desc,is_recid,is_violent_recid,score_risk_recidivism,score_text_risk_recidivism,score_risk_violence,score_text_risk_violence,Low_Recid,Medium_Recid,High_Recid,No_Recid,Recid,y_predict,y_true
241,Male,25 - 45,Caucasian,Single,F,Forging Bank Bills/Promis Note,NO,NO,1,Low,1,Low,1,0,0,1,0,No_Recid,No_Recid
242,Male,25 - 45,Hispanic,Single,M,Battery,NO,NO,8,High,6,Medium,0,0,1,1,0,Recid,No_Recid
243,Male,25 - 45,Other,Married,M,Battery,NO,NO,1,Low,1,Low,1,0,0,1,0,No_Recid,No_Recid
244,Female,Less than 25,Caucasian,Other,F,Possession of Cocaine,NO,NO,6,Medium,8,High,0,1,0,1,0,No_Recid,No_Recid
245,Male,Greater than 45,Caucasian,Separated,M,Aggravated Assault W/dead Weap,NO,NO,1,Low,1,Low,1,0,0,1,0,No_Recid,No_Recid
246,Male,Greater than 45,Caucasian,Single,M,Aggravated Assault W/dead Weap,NO,NO,1,Low,1,Low,1,0,0,1,0,No_Recid,No_Recid
247,Male,Less than 25,Caucasian,Single,F,arrest case no charge,NO,NO,6,Medium,6,Medium,0,1,0,1,0,No_Recid,No_Recid
248,Male,Less than 25,Caucasian,Single,F,Possession of Cocaine,NO,NO,4,Low,5,Medium,1,0,0,1,0,No_Recid,No_Recid
249,Male,Greater than 45,African-American,Single,F,Grand Theft (Motor Vehicle),NO,NO,5,Medium,4,Low,0,1,0,1,0,No_Recid,No_Recid
250,Male,25 - 45,African-American,Single,M,Battery,YES,NO,4,Low,3,Low,1,0,0,1,0,No_Recid,No_Recid
251,Female,Greater than 45,Caucasian,Single,M,Battery,NO,NO,1,Low,1,Low,1,0,0,1,0,No_Recid,No_Recid
255,Female,Less than 25,Other,Single,F,arrest case no charge,NO,NO,4,Low,7,Medium,1,0,0,1,0,No_Recid,No_Recid
256,Male,25 - 45,Hispanic,Single,F,Felony/Driving Under Influence,NO,NO,3,Low,2,Low,1,0,0,1,0,No_Recid,No_Recid
257,Male,25 - 45,Caucasian,Other,F,Possession of Cocaine,NO,NO,4,Low,3,Low,1,0,0,1,0,No_Recid,No_Recid
258,Male,Less than 25,African-American,Single,F,Grand Theft in the 3rd Degree,YES,NO,3,Low,6,Medium,1,0,0,1,0,No_Recid,No_Recid
260,Male,25 - 45,Caucasian,Separated,M,Battery,NO,NO,1,Low,1,Low,1,0,0,1,0,No_Recid,No_Recid
261,Female,Greater than 45,Caucasian,Single,M,Battery,NO,NO,1,Low,1,Low,1,0,0,1,0,No_Recid,No_Recid
262,Female,Less than 25,African-American,Single,F,Aggravated Assault W/Dead Weap,NO,NO,4,Low,4,Low,1,0,0,1,0,No_Recid,No_Recid
263,Male,25 - 45,African-American,Other,F,arrest case no charge,NO,NO,1,Low,1,Low,1,0,0,1,0,No_Recid,No_Recid
264,Male,25 - 45,African-American,Married,M,Battery,NO,NO,3,Low,3,Low,1,0,0,1,0,No_Recid,No_Recid
266,Male,Less than 25,African-American,Single,F,Grand Theft in the 3rd Degree,YES,YES,9,High,9,High,0,0,1,0,1,Recid,Recid
267,Male,Less than 25,Caucasian,Single,M,arrest case no charge,NO,NO,7,Medium,8,High,0,1,0,1,0,Recid,No_Recid
268,Male,25 - 45,African-American,Single,F,Possession of Cannabis,NO,NO,5,Medium,5,Medium,0,1,0,1,0,No_Recid,No_Recid
269,Male,Greater than 45,African-American,Single,F,Felony Driving While Lic Suspd,NO,NO,1,Low,1,Low,1,0,0,1,0,No_Recid,No_Recid
270,Male,Greater than 45,African-American,Single,F,Felony Driving While Lic Suspd,NO,NO,1,Low,1,Low,1,0,0,1,0,No_Recid,No_Recid
272,Male,25 - 45,African-American,Single,F,Possession of Cocaine,YES,NO,4,Low,3,Low,1,0,0,1,0,No_Recid,No_Recid
273,Male,Greater than 45,Caucasian,Single,F,Felony Petit Theft,YES,YES,8,High,5,Medium,0,0,1,0,1,Recid,Recid
274,Female,Greater than 45,Caucasian,Single,M,Battery,NO,NO,1,Low,1,Low,1,0,0,1,0,No_Recid,No_Recid
275,Male,25 - 45,African-American,Single,F,arrest case no charge,YES,NO,9,High,6,Medium,0,0,1,1,0,Recid,No_Recid
276,Male,25 - 45,Caucasian,Married,M,Battery,NO,NO,3,Low,1,Low,1,0,0,1,0,No_Recid,No_Recid
277,Female,25 - 45,Hispanic,Single,F,arrest case no charge,NO,NO,2,Low,2,Low,1,0,0,1,0,No_Recid,No_Recid
278,Female,25 - 45,Hispanic,Separated,F,arrest case no charge,NO,NO,2,Low,2,Low,1,0,0,1,0,No_Recid,No_Recid
279,Male,25 - 45,African-American,Single,F,Aggravated Battery / Pregnant,NO,NO,5,Medium,5,Medium,0,1,0,1,0,No_Recid,No_Recid
281,Male,25 - 45,Caucasian,Single,F,Resist Officer w/Violence,NO,NO,2,Low,3,Low,1,0,0,1,0,No_Recid,No_Recid
283,Male,Greater than 45,African-American,Other,F,Driving While License Revoked,NO,NO,3,Low,3,Low,1,0,0,1,0,No_Recid,No_Recid
284,Male,25 - 45,African-American,Single,F,Aggravated Battery / Pregnant,YES,YES,8,High,8,High,0,0,1,0,1,Recid,Recid
285,Male,25 - 45,African-American,Single,F,Battery on Law Enforc Officer,NO,NO,2,Low,2,Low,1,0,0,1,0,No_Recid,No_Recid
286,Male,Greater than 45,Other,Single,F,arrest case no charge,NO,NO,1,Low,1,Low,1,0,0,1,0,No_Recid,No_Recid
287,Male,Less than 25,Hispanic,Single,M,Exposes Culpable Negligence,NO,NO,3,Low,4,Low,1,0,0,1,0,No_Recid,No_Recid
288,Female,25 - 45,Caucasian,Single,M,Disorderly Intoxication,NO,NO,6,Medium,2,Low,0,1,0,1,0,No_Recid,No_Recid
289,Male,Greater than 45,Caucasian,Single,M,Battery,NO,NO,1,Low,1,Low,1,0,0,1,0,No_Recid,No_Recid
290,Female,Less than 25,African-American,Single,F,"Poss3,4 Methylenedioxymethcath",NO,NO,7,Medium,8,High,0,1,0,1,0,Recid,No_Recid
291,Male,Greater than 45,African-American,Single,F,arrest case no charge,NO,NO,6,Medium,3,Low,0,1,0,1,0,No_Recid,No_Recid
292,Male,Less than 25,Hispanic,Single,M,Battery,NO,NO,3,Low,6,Medium,1,0,0,1,0,No_Recid,No_Recid
293,Male,Less than 25,Caucasian,Single,F,Leaving the Scene of Accident,NO,NO,3,Low,5,Medium,1,0,0,1,0,No_Recid,No_Recid
294,Female,Greater than 45,Caucasian,Other,M,DUI Property Damage/Injury,NO,NO,1,Low,1,Low,1,0,0,1,0,No_Recid,No_Recid
295,Male,25 - 45,Other,Single,F,arrest case no charge,NO,NO,1,Low,1,Low,1,0,0,1,0,No_Recid,No_Recid
296,Male,25 - 45,Caucasian,Single,M,Battery,YES,YES,6,Medium,4,Low,0,1,0,0,1,No_Recid,Recid
298,Male,Less than 25,African-American,Single,F,Grand Theft in the 3rd Degree,NO,NO,7,Medium,6,Medium,0,1,0,1,0,Recid,No_Recid
299,Male,Less than 25,African-American,Single,F,Grand Theft in the 3rd Degree,NO,NO,7,Medium,6,Medium,0,1,0,1,0,Recid,No_Recid
300,Male,25 - 45,Caucasian,Single,F,Crimin Mischief Damage $1000+,NO,NO,4,Low,3,Low,1,0,0,1,0,No_Recid,No_Recid
301,Male,25 - 45,Caucasian,Single,M,Fleeing or Eluding a LEO,NO,NO,1,Low,1,Low,1,0,0,1,0,No_Recid,No_Recid
302,Male,25 - 45,African-American,Single,F,Burglary Unoccupied Dwelling,NO,NO,4,Low,3,Low,1,0,0,1,0,No_Recid,No_Recid
303,Male,25 - 45,Caucasian,Married,F,Aggravated Battery / Pregnant,NO,NO,1,Low,2,Low,1,0,0,1,0,No_Recid,No_Recid
304,Male,25 - 45,African-American,Single,F,arrest case no charge,NO,NO,6,Medium,3,Low,0,1,0,1,0,No_Recid,No_Recid
305,Male,25 - 45,Caucasian,Single,M,Battery,NO,NO,1,Low,1,Low,1,0,0,1,0,No_Recid,No_Recid
306,Female,Less than 25,Caucasian,Single,F,"Poss3,4 Methylenedioxymethcath",NO,NO,5,Medium,5,Medium,0,1,0,1,0,No_Recid,No_Recid
307,Male,25 - 45,Caucasian,Married,M,DUI Level 0.15 Or Minor In Veh,NO,NO,1,Low,1,Low,1,0,0,1,0,No_Recid,No_Recid
308,Male,25 - 45,Caucasian,Single,M,DUI Level 0.15 Or Minor In Veh,NO,NO,1,Low,1,Low,1,0,0,1,0,No_Recid,No_Recid
309,Male,25 - 45,Hispanic,Married,F,arrest case no charge,YES,YES,5,Medium,3,Low,0,1,0,0,1,No_Recid,Recid
312,Male,Less than 25,African-American,Other,M,Battery,YES,YES,2,Low,4,Low,1,0,0,0,1,No_Recid,Recid
313,Male,Less than 25,African-American,Single,M,Battery,YES,YES,2,Low,4,Low,1,0,0,0,1,No_Recid,Recid
314,Male,Greater than 45,Caucasian,Married,F,arrest case no charge,NO,NO,1,Low,1,Low,1,0,0,1,0,No_Recid,No_Recid
315,Female,Greater than 45,African-American,Single,F,Aggravated Assault W/Dead Weap,NO,NO,2,Low,1,Low,1,0,0,1,0,No_Recid,No_Recid
316,Male,25 - 45,African-American,Single,M,Battery,NO,NO,1,Low,2,Low,1,0,0,1,0,No_Recid,No_Recid
317,Male,25 - 45,African-American,Other,M,Battery,NO,NO,1,Low,2,Low,1,0,0,1,0,No_Recid,No_Recid
318,Male,25 - 45,African-American,Married,F,Possession of Cannabis,NO,NO,3,Low,2,Low,1,0,0,1,0,No_Recid,No_Recid
319,Male,Less than 25,Caucasian,Other,M,Battery,NO,NO,1,Low,2,Low,1,0,0,1,0,No_Recid,No_Recid
323,Male,Less than 25,Other,Single,F,Possession of Cocaine,YES,YES,8,High,6,Medium,0,0,1,0,1,Recid,Recid
324,Male,25 - 45,African-American,Single,M,Possess Cannabis/20 Grams Or Less,YES,YES,8,High,9,High,0,0,1,0,1,Recid,Recid
326,Male,25 - 45,Caucasian,Single,F,Agg Battery Grt/Bod/Harm,YES,YES,4,Low,3,Low,1,0,0,0,1,No_Recid,Recid
327,Male,25 - 45,African-American,Single,F,Aggravated Battery,YES,YES,9,High,6,Medium,0,0,1,0,1,Recid,Recid
328,Male,25 - 45,African-American,Single,F,Aggravated Battery,YES,YES,9,High,6,Medium,0,0,1,0,1,Recid,Recid
329,Male,25 - 45,African-American,Single,F,Possession Of Alprazolam,NO,NO,10,High,10,High,0,0,1,1,0,Recid,No_Recid
330,Male,Greater than 45,Caucasian,Separated,F,Felony DUI (level 3),NO,NO,1,Low,1,Low,1,0,0,1,0,No_Recid,No_Recid
331,Male,25 - 45,African-American,Married,F,Aggravated Assault w/Firearm,NO,NO,1,Low,1,Low,1,0,0,1,0,No_Recid,No_Recid
332,Male,Less than 25,African-American,Single,F,Driving While License Revoked,YES,YES,6,Medium,6,Medium,0,1,0,1,0,No_Recid,No_Recid
333,Male,Greater than 45,African-American,Married,M,Battery,NO,NO,1,Low,1,Low,1,0,0,1,0,No_Recid,No_Recid
334,Male,25 - 45,African-American,Single,M,Battery,NO,NO,2,Low,2,Low,1,0,0,1,0,No_Recid,No_Recid
335,Male,Less than 25,African-American,Single,F,Fraudulent Use of Credit Card,YES,YES,10,High,10,High,0,0,1,0,1,Recid,Recid
336,Male,Greater than 45,Caucasian,Married,F,Felony Battery (Dom Strang),NO,NO,1,Low,1,Low,1,0,0,1,0,No_Recid,No_Recid
337,Male,Less than 25,Hispanic,Single,F,"Poss 3,4 MDMA (Ecstasy)",NO,NO,10,High,7,Medium,0,0,1,1,0,Recid,No_Recid
338,Male,25 - 45,Caucasian,Single,F,Possession of Cocaine,NO,NO,2,Low,1,Low,1,0,0,1,0,No_Recid,No_Recid
339,Male,Greater than 45,Caucasian,Single,F,Drivg While Lic Suspd/Revk/Can,NO,NO,1,Low,1,Low,1,0,0,1,0,No_Recid,No_Recid
340,Male,Greater than 45,Caucasian,Single,F,Grand Theft in the 3rd Degree,NO,NO,1,Low,1,Low,1,0,0,1,0,No_Recid,No_Recid
341,Male,25 - 45,Asian,Single,F,Burglary Structure Unoccup,NO,NO,6,Medium,4,Low,0,1,0,1,0,No_Recid,No_Recid
342,Male,Greater than 45,Hispanic,Single,F,Possession Burglary Tools,NO,NO,1,Low,1,Low,1,0,0,1,0,No_Recid,No_Recid
343,Male,25 - 45,Hispanic,Single,M,Driving Under The Influence,NO,NO,4,Low,2,Low,1,0,0,1,0,No_Recid,No_Recid
344,Female,Less than 25,Caucasian,Single,F,Poss Contr Subst W/o Prescript,YES,YES,9,High,4,Low,0,0,1,0,1,Recid,Recid
345,Male,Less than 25,Caucasian,Single,M,Assault,YES,YES,9,High,9,High,0,0,1,0,1,Recid,Recid
347,Male,25 - 45,African-American,Single,F,Cash Item w/Intent to Defraud,NO,NO,2,Low,3,Low,1,0,0,1,0,No_Recid,No_Recid
348,Female,25 - 45,Caucasian,Single,M,Driving Under The Influence,NO,NO,2,Low,2,Low,1,0,0,1,0,No_Recid,No_Recid
349,Male,25 - 45,Caucasian,Other,M,Battery,YES,YES,4,Low,4,Low,1,0,0,0,1,No_Recid,Recid
350,Male,Greater than 45,African-American,Married,M,Battery,NO,NO,1,Low,1,Low,1,0,0,1,0,No_Recid,No_Recid
351,Male,25 - 45,African-American,Single,F,False Ownership Info/Pawn Item,YES,YES,4,Low,4,Low,1,0,0,0,1,No_Recid,Recid
352,Female,Greater than 45,Caucasian,Other,M,DUI Property Damage/Injury,NO,NO,1,Low,1,Low,1,0,0,1,0,No_Recid,No_Recid
353,Male,25 - 45,African-American,Separated,F,Tampering With Physical Evidence,NO,NO,5,Medium,1,Low,0,1,0,1,0,No_Recid,No_Recid
355,Male,Greater than 45,Hispanic,Single,F,False Bomb Report,NO,NO,3,Low,1,Low,1,0,0,1,0,No_Recid,No_Recid
356,Male,25 - 45,Caucasian,Other,F,Possession of Cocaine,NO,NO,5,Medium,4,Low,0,1,0,1,0,No_Recid,No_Recid
357,Male,Greater than 45,Caucasian,Separated,M,DUI Property Damage/Injury,NO,NO,1,Low,1,Low,1,0,0,1,0,No_Recid,No_Recid
358,Male,25 - 45,Caucasian,Other,F,arrest case no charge,NO,NO,2,Low,3,Low,1,0,0,1,0,No_Recid,No_Recid
361,Male,Greater than 45,Caucasian,Single,M,Battery,NO,NO,3,Low,2,Low,1,0,0,1,0,No_Recid,No_Recid
363,Male,Greater than 45,Other,Single,F,Aggravated Assault w/Firearm,NO,NO,5,Medium,4,Low,0,1,0,1,0,No_Recid,No_Recid
364,Female,25 - 45,African-American,Married,M,Battery,NO,NO,2,Low,2,Low,1,0,0,1,0,No_Recid,No_Recid
365,Female,Greater than 45,Caucasian,Separated,M,Leave Accd/Attend Veh/Less $50,NO,NO,1,Low,1,Low,1,0,0,1,0,No_Recid,No_Recid
366,Male,25 - 45,Hispanic,Single,M,Battery,NO,NO,4,Low,5,Medium,1,0,0,1,0,No_Recid,No_Recid
367,Male,25 - 45,Other,Single,M,Battery,NO,NO,1,Low,2,Low,1,0,0,1,0,No_Recid,No_Recid
368,Male,25 - 45,African-American,Single,M,Battery,NO,NO,3,Low,3,Low,1,0,0,1,0,No_Recid,No_Recid
369,Female,25 - 45,African-American,Single,F,Burglary Conveyance Unoccup,NO,NO,4,Low,2,Low,1,0,0,1,0,No_Recid,No_Recid
370,Male,25 - 45,Other,Single,M,Possess Cannabis/20 Grams Or Less,NO,NO,1,Low,2,Low,1,0,0,1,0,No_Recid,No_Recid
371,Male,Less than 25,Caucasian,Single,F,Possession of Cocaine,NO,NO,2,Low,3,Low,1,0,0,1,0,No_Recid,No_Recid
373,Male,Greater than 45,African-American,Single,M,Fail Register Vehicle,NO,NO,5,Medium,3,Low,0,1,0,1,0,No_Recid,No_Recid
374,Male,Less than 25,Caucasian,Single,F,Agg Battery Grt/Bod/Harm,NO,NO,2,Low,3,Low,1,0,0,1,0,No_Recid,No_Recid
375,Male,Less than 25,Caucasian,Single,M,Battery,NO,NO,9,High,6,Medium,0,0,1,1,0,Recid,No_Recid
376,Male,25 - 45,Caucasian,Single,F,Felony Battery (Dom Strang),YES,NO,4,Low,3,Low,1,0,0,1,0,No_Recid,No_Recid
377,Male,25 - 45,African-American,Single,F,Trespassing/Construction Site,NO,NO,2,Low,1,Low,1,0,0,1,0,No_Recid,No_Recid
378,Male,25 - 45,Caucasian,Single,F,arrest case no charge,YES,YES,1,Low,2,Low,1,0,0,0,1,No_Recid,Recid
379,Male,25 - 45,Other,Single,F,Crim Use of Personal ID Info,NO,NO,1,Low,1,Low,1,0,0,1,0,No_Recid,No_Recid
380,Male,25 - 45,Caucasian,Single,F,Possession of Cannabis,NO,NO,3,Low,4,Low,1,0,0,1,0,No_Recid,No_Recid
381,Male,25 - 45,Hispanic,Single,F,arrest case no charge,NO,NO,10,High,7,Medium,0,0,1,1,0,Recid,No_Recid
382,Male,25 - 45,African-American,Single,F,Grand Theft in the 3rd Degree,NO,NO,7,Medium,2,Low,0,1,0,1,0,Recid,No_Recid
383,Male,Less than 25,Caucasian,Single,M,Viol Injunct Domestic Violence,YES,YES,10,High,8,High,0,0,1,0,1,Recid,Recid
384,Male,Greater than 45,Caucasian,Single,M,Battery,NO,NO,1,Low,1,Low,1,0,0,1,0,No_Recid,No_Recid
385,Male,25 - 45,African-American,Single,M,Reckless Driving,NO,NO,3,Low,1,Low,1,0,0,1,0,No_Recid,No_Recid
387,Male,Less than 25,Caucasian,Single,F,Possession of Cannabis,NO,NO,2,Low,3,Low,1,0,0,1,0,No_Recid,No_Recid
389,Male,25 - 45,African-American,Single,F,arrest case no charge,NO,NO,5,Medium,2,Low,0,1,0,1,0,No_Recid,No_Recid
390,Male,Greater than 45,African-American,Married,F,Felony Petit Theft,NO,NO,6,Medium,3,Low,0,1,0,1,0,No_Recid,No_Recid
391,Male,25 - 45,African-American,Single,F,Grand Theft (Motor Vehicle),YES,NO,6,Medium,4,Low,0,1,0,1,0,No_Recid,No_Recid
392,Female,Greater than 45,Other,Single,F,Grand Theft in the 3rd Degree,NO,NO,1,Low,1,Low,1,0,0,1,0,No_Recid,No_Recid
393,Male,Less than 25,African-American,Single,F,arrest case no charge,YES,YES,5,Medium,6,Medium,0,1,0,0,1,No_Recid,Recid
394,Male,Greater than 45,Caucasian,Single,M,DUI Property Damage/Injury,NO,NO,1,Low,1,Low,1,0,0,1,0,No_Recid,No_Recid
395,Male,Less than 25,African-American,Single,F,arrest case no charge,YES,YES,7,Medium,7,Medium,0,1,0,0,1,Recid,Recid
396,Male,Greater than 45,African-American,Separated,M,Battery,NO,NO,3,Low,2,Low,1,0,0,1,0,No_Recid,No_Recid
397,Male,25 - 45,African-American,Single,F,Burglary Dwelling Assault/Batt,NO,NO,1,Low,1,Low,1,0,0,1,0,No_Recid,No_Recid
398,Male,25 - 45,Caucasian,Separated,F,Sexual Battery / Vict 12 Yrs +,NO,NO,6,Medium,4,Low,0,1,0,1,0,No_Recid,No_Recid
399,Male,25 - 45,African-American,Single,F,Aggravated Battery / Pregnant,YES,YES,8,High,9,High,0,0,1,0,1,Recid,Recid
400,Female,25 - 45,African-American,Married,M,Battery,NO,NO,3,Low,3,Low,1,0,0,1,0,No_Recid,No_Recid
401,Male,Less than 25,African-American,Single,F,Agg Fleeing and Eluding,NO,NO,5,Medium,7,Medium,0,1,0,1,0,No_Recid,No_Recid
402,Male,25 - 45,Caucasian,Single,F,Neglect Child / No Bodily Harm,NO,NO,4,Low,1,Low,1,0,0,1,0,No_Recid,No_Recid
403,Male,Less than 25,Hispanic,Single,F,Possession of Cannabis,NO,NO,8,High,4,Low,0,0,1,1,0,Recid,No_Recid
404,Male,25 - 45,Caucasian,Single,M,Battery,NO,NO,3,Low,6,Medium,1,0,0,1,0,No_Recid,No_Recid
405,Female,25 - 45,African-American,Single,F,arrest case no charge,YES,YES,2,Low,1,Low,1,0,0,0,1,No_Recid,Recid
406,Male,25 - 45,Caucasian,Single,M,Battery,NO,NO,1,Low,1,Low,1,0,0,1,0,No_Recid,No_Recid
407,Male,25 - 45,African-American,Single,F,Drivg While Lic Suspd/Revk/Can,YES,NO,7,Medium,5,Medium,0,1,0,1,0,Recid,No_Recid
408,Male,25 - 45,Hispanic,Married,F,Possession of Cannabis,NO,NO,6,Medium,6,Medium,0,1,0,1,0,No_Recid,No_Recid
409,Female,25 - 45,African-American,Single,M,Resist/Obstruct W/O Violence,NO,NO,3,Low,3,Low,1,0,0,1,0,No_Recid,No_Recid
411,Male,Greater than 45,Hispanic,Married,F,Aggravated Assault,NO,NO,1,Low,1,Low,1,0,0,1,0,No_Recid,No_Recid
412,Female,Greater than 45,Caucasian,Separated,M,Battery,NO,NO,1,Low,1,Low,1,0,0,1,0,No_Recid,No_Recid
413,Male,25 - 45,African-American,Single,F,Driving While License Revoked,YES,YES,6,Medium,6,Medium,0,1,0,0,1,No_Recid,Recid
414,Female,Less than 25,Caucasian,Single,M,Battery,NO,NO,3,Low,4,Low,1,0,0,1,0,No_Recid,No_Recid
415,Male,Less than 25,Caucasian,Single,M,arrest case no charge,NO,NO,4,Low,6,Medium,1,0,0,1,0,No_Recid,No_Recid
416,Male,25 - 45,Hispanic,Single,M,DUI Property Damage/Injury,NO,NO,1,Low,2,Low,1,0,0,1,0,No_Recid,No_Recid
417,Male,25 - 45,Other,Single,F,arrest case no charge,NO,NO,2,Low,2,Low,1,0,0,1,0,No_Recid,No_Recid
419,Male,25 - 45,African-American,Single,M,Disorderly Conduct,YES,YES,3,Low,4,Low,1,0,0,1,0,No_Recid,No_Recid
420,Female,Less than 25,Caucasian,Single,F,Burglary Unoccupied Dwelling,NO,NO,7,Medium,5,Medium,0,1,0,1,0,Recid,No_Recid
421,Male,25 - 45,African-American,Married,M,Battery,NO,NO,2,Low,3,Low,1,0,0,1,0,No_Recid,No_Recid
422,Male,25 - 45,Hispanic,Married,F,Possession of Cocaine,NO,NO,1,Low,1,Low,1,0,0,1,0,No_Recid,No_Recid
423,Female,Less than 25,Caucasian,Single,F,Burglary Unoccupied Dwelling,NO,NO,5,Medium,5,Medium,0,1,0,1,0,No_Recid,No_Recid
424,Male,Less than 25,African-American,Single,F,arrest case no charge,NO,NO,3,Low,6,Medium,1,0,0,1,0,No_Recid,No_Recid
425,Male,25 - 45,African-American,Single,M,Battery,YES,YES,7,Medium,8,High,0,1,0,0,1,Recid,Recid
426,Male,25 - 45,African-American,Other,F,Aggravated Assault w/Firearm,NO,NO,2,Low,1,Low,1,0,0,1,0,No_Recid,No_Recid
427,Male,Less than 25,African-American,Single,F,Possession of Cocaine,YES,YES,10,High,8,High,0,0,1,0,1,Recid,Recid
428,Female,25 - 45,African-American,Single,F,Robbery / No Weapon,NO,NO,1,Low,1,Low,1,0,0,1,0,No_Recid,No_Recid
429,Male,25 - 45,African-American,Other,M,Possess Cannabis/20 Grams Or Less,NO,NO,7,Medium,4,Low,0,1,0,1,0,Recid,No_Recid
430,Male,25 - 45,Caucasian,Single,F,arrest case no charge,YES,YES,6,Medium,4,Low,0,1,0,0,1,No_Recid,Recid
432,Female,Greater than 45,Caucasian,Separated,M,Driving Under The Influence,NO,NO,1,Low,1,Low,1,0,0,1,0,No_Recid,No_Recid
433,Male,25 - 45,Caucasian,Single,M,DUI Level 0.15 Or Minor In Veh,NO,NO,1,Low,1,Low,1,0,0,1,0,No_Recid,No_Recid
434,Male,25 - 45,Caucasian,Single,F,Possession of Cocaine,NO,NO,1,Low,1,Low,1,0,0,1,0,No_Recid,No_Recid
436,Male,25 - 45,African-American,Single,F,Grand Theft Firearm,YES,YES,5,Medium,4,Low,0,1,0,0,1,No_Recid,Recid
437,Male,Greater than 45,Caucasian,Separated,M,DUI Level 0.15 Or Minor In Veh,NO,NO,1,Low,1,Low,1,0,0,1,0,No_Recid,No_Recid
439,Male,25 - 45,African-American,Single,F,Driving While License Revoked,NO,NO,3,Low,2,Low,1,0,0,1,0,No_Recid,No_Recid
441,Female,Less than 25,Caucasian,Single,F,Poss Contr Subst W/o Prescript,NO,NO,10,High,9,High,0,0,1,1,0,Recid,No_Recid
442,Female,Less than 25,African-American,Single,M,Failure To Pay Taxi Cab Charge,NO,NO,5,Medium,6,Medium,0,1,0,1,0,No_Recid,No_Recid
443,Male,25 - 45,African-American,Single,M,Battery,NO,NO,1,Low,1,Low,1,0,0,1,0,No_Recid,No_Recid
444,Male,25 - 45,African-American,Single,M,DUI Level 0.15 Or Minor In Veh,NO,NO,1,Low,1,Low,1,0,0,1,0,No_Recid,No_Recid
446,Male,25 - 45,Hispanic,Single,M,Operating W/O Valid License,NO,NO,2,Low,2,Low,1,0,0,1,0,No_Recid,No_Recid
447,Male,25 - 45,Caucasian,Single,M,Battery,NO,NO,9,High,7,Medium,0,0,1,1,0,Recid,No_Recid
448,Male,25 - 45,Caucasian,Single,F,Aggravated Assault w/Firearm,NO,NO,5,Medium,3,Low,0,1,0,1,0,No_Recid,No_Recid
449,Male,25 - 45,African-American,Married,F,Felony Battery (Dom Strang),NO,NO,1,Low,1,Low,1,0,0,1,0,No_Recid,No_Recid
450,Male,Less than 25,Other,Single,F,Grand Theft (Motor Vehicle),NO,NO,9,High,7,Medium,0,0,1,1,0,Recid,No_Recid
451,Female,Greater than 45,African-American,Married,F,"Poss 3,4 MDMA (Ecstasy)",YES,YES,2,Low,1,Low,1,0,0,0,1,No_Recid,Recid
452,Male,Less than 25,African-American,Single,F,Use Scanning Device to Defraud,NO,NO,3,Low,5,Medium,1,0,0,1,0,No_Recid,No_Recid
453,Female,Less than 25,African-American,Single,F,Grand Theft in the 3rd Degree,NO,NO,8,High,6,Medium,0,0,1,1,0,Recid,No_Recid
454,Male,25 - 45,African-American,Single,F,Burglary Unoccupied Dwelling,NO,NO,2,Low,2,Low,1,0,0,1,0,No_Recid,No_Recid
456,Female,25 - 45,African-American,Single,F,Driving While License Revoked,NO,NO,6,Medium,2,Low,0,1,0,1,0,No_Recid,No_Recid
457,Female,Greater than 45,Caucasian,Single,F,Felony Driving While Lic Suspd,NO,NO,6,Medium,4,Low,0,1,0,1,0,No_Recid,No_Recid
459,Male,25 - 45,African-American,Single,F,arrest case no charge,YES,YES,7,Medium,3,Low,0,1,0,0,1,Recid,Recid
460,Male,25 - 45,Caucasian,Single,F,Crimin Mischief Damage $1000+,YES,YES,1,Low,1,Low,1,0,0,0,1,No_Recid,Recid
461,Male,Greater than 45,African-American,Single,F,Tamper With Witness/Victim/CI,NO,NO,9,High,5,Medium,0,0,1,1,0,Recid,No_Recid
462,Male,Less than 25,African-American,Single,F,arrest case no charge,NO,NO,7,Medium,7,Medium,0,1,0,1,0,Recid,No_Recid
463,Male,25 - 45,African-American,Single,M,Battery,YES,YES,9,High,3,Low,0,0,1,0,1,Recid,Recid
464,Male,Greater than 45,African-American,Single,M,Violation of Injunction Order/Stalking/Cyberstalking,YES,YES,2,Low,1,Low,1,0,0,0,1,No_Recid,Recid
465,Male,Greater than 45,African-American,Married,M,Violation of Injunction Order/Stalking/Cyberstalking,YES,YES,2,Low,1,Low,1,0,0,0,1,No_Recid,Recid
466,Male,Greater than 45,African-American,Single,M,Violation of Injunction Order/Stalking/Cyberstalking,YES,YES,2,Low,1,Low,1,0,0,0,1,No_Recid,Recid
467,Male,25 - 45,African-American,Single,M,Fail To Obey Police Officer,NO,NO,4,Low,3,Low,1,0,0,1,0,No_Recid,No_Recid
468,Female,25 - 45,African-American,Single,F,Grand Theft (Motor Vehicle),NO,NO,3,Low,2,Low,1,0,0,1,0,No_Recid,No_Recid
469,Male,Greater than 45,Caucasian,Married,M,Battery,NO,NO,1,Low,1,Low,1,0,0,1,0,No_Recid,No_Recid
470,Male,Greater than 45,Hispanic,Married,F,Driving While License Revoked,NO,NO,1,Low,1,Low,1,0,0,1,0,No_Recid,No_Recid
